author,url,text,section,title,sub_title,date
Thais Reis Oliveira,https://www.cartacapital.com.br/politica/marielle-apos-prisoes-entidades-de-direitos-humanos-cobram-desfecho/," De acordo com o MP carioca, o sargento reformado Ronnie Lessa e o ex-PM Élcio Vieira de Queiroz estavam no Cobalt Branco que emparelhou o carro em que a vereadora estava. Lessa teria atirado, e Vieira, dirigia o veículo.    De acordo com os promotores do Grupo de Atuação Especial de Combate ao Crime Organizado (GAECO), o crime foi meticulosamente planejado durante três meses. Lessa fez várias pesquisas na internet sobre os locais que a vereadora frequentava.
A  considerou que a prisão dos suspeitos é “um passo muito importante na elucidação deste grave crime”, mas cobrou do Ministério Público e da Polícia Civil celeridade na identificação dos mandantes e das motivações do crime. “A sociedade precisa saber não só quem apertou o gatilho, mas quem mandou matar e o porquê”, diz a nota divulgada pela organização.    Mas ainda não há respostas sobre quem mandou matar Marielle. Segundo o jornal , o MP e a Polícia concordaram em dividir a investigação em duas partes. Este primeira, transformada em denúncia, identificou os atiradores. A outra, ainda em andamento, deve chegar aos mandantes.
A Anistia Internacional também quer que as investigações avancem, e reafirmou que considera necessária a ação de “um grupo externo e independente de peritos e especialistas para acompanhar as investigações e o processo penal” do caso.    A Conectas falará sobre o caso na 40ª Sessão do Conselho de Direitos Humanos da ONU, que acontece em Genebra, na Suíça. Inicialmente, a equipe falaria sobre o 1 ano da morte de Marielle, mas mudou o texto para incluir os desdobramentos mais recentes do caso.
O PSOL, partido de Marielle, também está empenhado em manter as cobranças sobre o caso. “Não nos cabe insinuar ou apontar mandantes. Nós não seremos levianos. Cabe à Polícia Civil, num prazo imediato, dizer quem são os mandantes”, diz o deputado Marcelo Freixo.    A bancada do partido no Congresso buscará votos para. A ideia, explica Ivan Valente, líder do PSOL, é desvendar as relações entre crime, política e as polícias em nível nacional, em um movimento semelhante à comissão liderada por Freixo em 2008, no Rio de Janeiro
",Política,"Marielle: após prisões, entidades de direitos humanos cobram desfecho","Para a Human Rights Watch, é “preciso saber não só quem apertou o gatilho, mas quem mandou matar e o porquê”",2019-03-12 17:38:51
Alexandre Putti,https://www.cartacapital.com.br/sociedade/freixo-o-caso-nao-esta-resolvido-quem-mandou-matar-marielle/,"  A força-tarefa realizada pela Divisão de Homicídios da polícia e promotores do Ministério Público do Rio de Janeiro prenderam o policial militar reformado Ronnie Lessa e o ex-policial militar Élcio Vieira de Queiroz. Segundo a acusação, eles são os responsáveis pelos disparos contra Marielle e Anderson, no dia 14 de março de 2018.
“O assassinato de uma vereadora é um crime político. Por isso é fundamental sabermos qual grupo político é capaz de, em pleno século XXI, mandar eliminar uma autoridade pública que tenha cruzado seu caminho. Precisamos descobrir quem são os mandantes da execução de Marielle Franco”, disse Freixo.
Os PMs Ronnie Lessa e Élcio Vieira de Queiroz, presos como suspeitos pela morte da vereadora Marielle Franco (Reprodução/ TV Globo)Freixo, quando ainda era deputado estadual no RJ, liderou a CPI das milícias. Em 2008 Marielle era sua assessora e trabalhou junto dele contra as milícias. Em novembro de 2011, Freixo chegou a deixar o País para uma temporada fora após denúncias de que várias milícias estavam planejando o seu assassinato.  Élcio de Queiroz em foto com Jair Bolsonaro: imagem circula cortada nas redes sociais (Reprodução)“Essas pessoas fazem parte de um grupo que todo mundo da área de segurança pública sabe, é chamado de escritório do crime. Porque tem gente que mata a serviço de outros no RJ? Se tivessem feito algo antes, talvez não tivessem matado Marielle e nem tantos outros. É muito grave o que fizeram com a segurança pública do RJ para chegar nesse ponto”, afirmou o parlamentar.
Segundo a denúncia feita pelo Ministério Público do Rio, “é inconteste que Marielle Francisco da Silva foi sumariamente executada em razão da atuação política na defesa das causas que defendia”.
",Sociedade,"Freixo: ‘o caso não está resolvido, quem mandou matar Marielle?’",Dois PMs suspeitos pela morte da vereadora foram presos pela Polícia do Rio nesta terça-feira 12,2019-03-12 13:52:17
SORAYA MISLEH,https://www.cartacapital.com.br/mundo/devemos-nos-inspirar-na-resistencia-da-mulher-palestina/,"” O relatório é da organização palestina Addameer, em português, Associação de Apoio aos Prisioneiros e aos Direitos Humanos. Um chamado à ação pela libertação das presas políticas palestinas. São submetidas a torturas e maus tratos sistemáticos pelo simples fato de travarem resistência heroica, sob os meios possíveis – escritos, poesia, pedras contra tanques, protestos, recusa a deixar sua terra. Pelo simples fato de teimarem em existir e ser palestinas, ante limpeza étnica e colonização israelenses que já duram mais de 70 anos. Desde 1967, segundo o mesmo relatório, passaram pelos cárceres da ocupação mais de 10 mil mulheres. Uma delas, que se tornou mundialmente conhecida, é a jovem Ahed Tamimi, considerada símbolo da resistência.
Além das prisões, são submetidas a toda sorte de ameaças e agressões pelos colonos em assentamentos ilegais na Palestina ocupada. Nem mesmo o direito à maternidade segura lhes é garantido. Em 2005 o Alto Comissariado para Direitos Humanos das Nações Unidas denunciava que, entre setembro de 2000 e dezembro de 2004, gestantes foram impedidas de ter seus filhos em hospitais: sua passagem foi barrada em postos de controle israelenses na Cisjordânia, Palestina ocupada em 1967. Tiveram seus filhos ali, o que resultou na morte de 36 dos bebês. Estatística que se mantém. Algumas foram ainda espancadas, mesmo grávidas.
Em Gaza, não é assegurado sequer o direito ao pré-natal. Metade das mulheres não consegue fazê-lo, diante do cerco desumano imposto por Israel há cerca de 12 anos. Cerca de setenta por cento delas estão desempregadas, num quadro de grave crise humanitária. Contra esse bloqueio desumano e pelo direito de retorno dos milhões de refugiados palestinos às suas terras – 80% em Gaza compõem o universo de deslocados internamente de seus vilarejos ou cidades de origem desde 1948 –, protagonizam semanalmente, ao lado dos homens, a Grande Marcha do Retorno há quase um ano.
Razan Ashraf Najjar, ativista e paramédica voluntaria do Ministério da Saúde da Palestina na Faixa de Gaza. Assassinada em Gaza por militares israelenses.Entre as vítimas de franco-atiradores israelenses, a palestina Amal al-Taramsi, de 44 anos de idade. Ela foi atingida na cabeça em 11 de janeiro de 2019, a primeira vítima fatal do ano, nas mãos da ocupação criminosa. Em meados de 2018, outras duas mulheres foram assassinadas em meio à Grande Marcha do Retorno: Razan al-Najjar, uma paramédica de 21 anos que cuidava dos feridos nas manifestações, e Wesal al-Sheikh Khalil, uma estudante de apenas 14 anos.
A ação dos franco-atiradores serve como denúncia da limpeza étnica perpetrada pelo Estado de Israel há mais de 70 anos, desde que foi instituído mediante os cadáveres violentados e a expulsão de milhares de outras mulheres. Em 1948, as paramilícias sionistas confirmaram a abominável tradição colonial de usar os corpos femininos a seus planos. Estupros foram intensamente utilizados nas documentadas 31 aldeias palestinas em que houve massacres e depois serviram como propaganda para a expulsão nas demais. Ao final, 800 mil palestinos se tornaram refugiados e cerca de 500 vilarejos e cidades foram esvaziados e destruídos violentamente.
As prisões e o sangue das mulheres palestinas explicitam ao mundo que elas não estão alheias às lutas anticoloniais.Não são submissas por natureza, uma massa absolutamente uniforme escondida atrás de véus que lhe são impostos, como geralmente a mídia hegemônica as apresenta – e parte do movimento feminista no “Ocidente” corrobora, ao fundar-se em estereótipos.
Sob o manto de que tais mulheres precisam ser salvas de sua sociedade e cultura natais, acaba por servir à dominação colonial. Um feminismo
A ideologia que permeia essas ações contrapõe um “ocidente” de civilizados e pacíficos a um “oriente” de bárbaros e violentos por natureza, como denuncia o intelectual palestino Edward Said (1935-2003) em sua obra “Orientalismo – O Oriente como invenção do Ocidente”.
De acordo com essa representação, como povos atrasados, não podem se autogovernar, devem ser temidos e, portanto, controlados. Ou seja, colonizados.
Visão discriminatória que o atual presidente do Brasil, Jair Bolsonaro, faz coro, com sua retórica xenofóbica e pró-Israel. Nas redes sociais, em 6 de janeiro último, ele chegou ao cúmulo de postar um vídeo de apedrejamento de uma mulher muçulmana, sem qualquer contextualização ou informação sobre em que local se dava a ocorrência abominável.
A postagem era acompanhada do seguinte texto, reproduzido literalmente: “
  Contra tal caricatura, na Palestina e no mundo árabe como um todo, insurge-se o chamado “feminismo anticolonial”, que trava a luta contra a opressão machista e a colonização simultaneamente. Considera a emancipação de gênero inseparável da libertação da Palestina. Critica e desconstrói as representações orientalistas, reducionistas e generalistas, e preenche o vácuo de um movimento que desvia o olhar para as relações de poder que são fundantes à opressão de gênero. Parte da desconstrução proposta pelo feminismo anticolonial – que se coaduna com vertentes como os feminismos antirracista e islâmico – é resgatar o protagonismo das mulheres árabes e muçulmanas na História.
Como aponta a feminista egípcia Nawal El Saadawi, em “A face oculta de Eva – As mulheres do mundo árabe”, foram elas pioneiras nos protestos contra os primeiros assentamentos sionistas ao final do século XIX – a serviço da colonização de terras e conquista do trabalho, que integravam o projeto sionista de limpeza étnica para constituição de um estado exclusivamente judeu na Palestina (Israel). Já em 1903, período que marca o começo da segunda onda de imigração sionista, criaram uma associação de mulheres.
Nos anos 1920, sua atuação se fortaleceu e formaram vários comitês populares para articular protestos e demais ações de desobediência civil, bem como garantir auxílio a feridos em manifestações. Em 1921, constituíram a primeira União de Mulheres Árabes-Palestinas, que organizou protestos contra o mandato britânico, a colonização sionista e a Declaração Balfour – em que a Inglaterra garantia a constituição de um lar nacional judeu em terras palestinas.  Mulheres palestinas protestando em Gaza.Em agosto de 1929, participaram de manifestação reprimida violentamente pela Grã-Bretanha. Entre os 116 participantes mortos, nove eram mulheres. Muitas outras foram feridas, presas ou espancadas. No mesmo ano, aconteceu entre 26 e 29 de outubro o primeiro Congresso de Mulheres Árabes em Jerusalém, com o objetivo central de organizar o movimento de mulheres face à situação política no terreno, com o aumento da colonização sionista.
As mais de 300 participantes concordaram em chamar o boicote a produtos britânicos e estabelecer um centro de informação ao mundo sobre o que estava ocorrendo na Palestina, bem como em promover novos protestos. A conferência aprovou o envio de uma delegação formada por 14 mulheres para entrega ao Alto Comissariado Britânico de suas demandas: o cancelamento da Declaração Balfour, o impedimento da imigração sionista e a substituição de um procurador-geral judeu por seu conhecido racismo. Após a reunião, as 14 mulheres se somaram a outras 100 em uma carreata pelas ruas de Jerusalém, com parada em frente a embaixadas estrangeiras.
Na década seguinte, a luta se ampliou. Em abril de 1933, mulheres de diversas partes da Palestina marcharam em Jerusalém contra a visita aos lugares sagrados pelo general britânico Edmund Allenby. Na revolução de 1936-1939 contra o mandato britânico e a colonização sionista, as mulheres também se destacaram. Em 4 de maio de 1936, 600 estudantes realizaram uma conferência em Jerusalém e protagonizaram uma greve que durou seis meses.
Em outras partes da Palestina, organizaram grandes marchas e comitês populares. Além de promoverem protestos, recolhiam fundos para assistência às famílias dos mortos e prisioneiros e auxiliavam no transporte de insumos básicos e a
rmas. Nas aldeias, lutavam lado a lado com os homens para defender suas terras. Uma delas é Fatma Ghazal, morta em combate no dia 26 de junho de 1936.
Outro nome que merece destaque na história palestina é o de Fatma Khaskiyyeh Abu Dayyeh. Entre 1936 e 1939, ela esteve no comando do local de armazenagem das armas dos revolucionários e em 1948, durante a nakba (catástrofe palestina, representada pela criação do Estado de Israel), chefiou um grupo misto de 100 combatentes. Também se formaram no período brigadas exclusivas de mulheres, que se colocaram na linha de frente contra a expropriação de suas terras. Entre elas, “Zahrat Al-Uqhuwan” (o crisântemo), fundada em 1947 pelas irmãs Nariman e Moheeba Khorsheed.
Já diante da consolidação do projeto sionista, em 1965, foi criada a União Geral das Mulheres Palestinas, atrelada à Organização para a Libertação da Palestina (OLP). No início seu papel ainda era, contudo, limitado, reservado à assistência social e aos cuidados com a saúde. Mas a política não foi deixada de lado. Ao final dos anos 1960 e início dos 1970, diversas delas partiram para a ação direta, diante da omissão internacional à violação cotidiana de direitos humanos e a expansão israelense, que em 1967 resultou na ocupação por parte dessa potência bélica de toda a Palestina histórica. A mais conhecida em todo o mundo é Leila Khaled, da Frente Popular pela Libertação da Palestina.
Leila Khaled, militante da Frente Popular para a Libertação da Palestina.Nas intifadas (levantes) de 1987-1993 e 2000-2004, novamente as mulheres foram às ruas. Na primeira, as que viviam nas áreas rurais assumiram papel central, mas as que residiam na região urbana também marcaram presença. Para se ter uma ideia, um terço das baixas era da parcela feminina. O número de mulheres detidas passou de centenas do início da década de 1970 para milhares nos anos 1980.
Ao longo de toda essa trajetória, elas se destacaram também em outras trincheiras de luta, como no campo das palavras. No âmbito cultural, entre as que merecem ser lembradas encontra-se Fadwa Touqan, que nasceu em 1917 na cidade de Nablus, na Cisjordânia, e faleceu em 2003.
Nas palavras de Moshe Dayan, chefe do exército israelense em 1967, seus versos eram mais subversivos do que dez atentados.
As mulheres são as que mais sofrem em situações de emergência humanitária, conflitos armados e frente à ocupação da Palestina e limpeza étnica. Mas não se intimidam. Representando quase metade da população total de 3,9 milhões nos territórios palestinos ocupados militarmente em 1967 (1,8 milhão), estão reunidas em diversas organizações, por educação, saúde, trabalho, contra a ocupação e o sexismo. Ali, assim como nos campos de refugiados, em que são milhares, na diáspora ou onde hoje é Israel, desafiam o projeto sionista.
A história palestina de resistência é repleta de nomes de heroínas, que se recusaram e se recusam a permanecer em silêncio e inertes até que a Palestina seja livre. Para além dos nomes registrados na história, há milhares anônimas. Nawal El-Saadawi, em “A face oculta de Eva”, conclui: “A extensa lista de mártires serviria para encher as páginas de todo um capítulo. Seus feitos intrépidos um dia serão admirados pelas futuras gerações”. Neste 8 de março, diante de um Brasil em que é endêmico o feminicídio ante a exploração capitalista, fica o chamado a todas e todos que acreditam em um mundo justo inspirar-se em sua longa trajetória de bravura e resistência. Somos todas palestinas.
",Mundo,Devemos nos inspirar na resistência da mulher palestina,As prisões e o sangue das mulheres palestinas explicitam ao mundo que elas não estão alheias às lutas anticoloniais,2019-03-12 12:45:28
Brenno Tardelli e Igor Leone,https://www.cartacapital.com.br/opiniao/o-que-voce-precisa-saber-sobre-a-fundacao-da-lava-jato/,"

Juíza Gabriela Hardt, responsável pela homologação do acordo


mentira



  

Deltan em sua apresentação “não tenho provas, mas tenho convicção”
  








",Opinião,O que você precisa saber sobre a “fundação” da Lava Jato,,2019-03-12 14:55:01
Alexandre Putti,https://www.cartacapital.com.br/politica/suspeito-de-matar-marielle-tinha-odio-da-esquerda-diz-delegado/,"Em entrevista coletiva no Palácio Guanabara, em Laranjeiras, sede do governo do Rio, o delegado Giniton Lages, responsável pela Delegacia de Homicídios da Capital, afirmou que a obsessão de Lessa não era apenas por Marielle. Outras personalidades ligadas à esquerda como Marcelo Freixo e sua família também foram alvos de pesquisa pelo ex-policial.” Nessa análise percebemos ódio, desejo de morte e obsessão por parte do suspeito com personalidades ligadas à esquerda do país”, afirmou Lages.
Além de pesquisar sobre a vida dessas personalidades, Lessa também fez uma longa investigação sobre armamentos, principalmente sobre a arma utilizada no crime. Além disso, ele procurou sobre a utilização e preços de silenciadores específicos para o armamento que matou Marielle e Anderson. O ex-policial militar Élcio Vieira de Queiroz também foi preso suspeito de participar do crime.
  O motivo do assassinato da vereadora ainda não foi revelado. Segundo o delegado, motivo de ódio pode ser um deles, mas ainda não é algo definitivo. A operação investigará, também, se o crime foi cometido partindo dos próprios suspeitos ou se foi algo feito a mando de um terceiro. “O caso ainda está aberto. A segunda fase está em andamento. Temos 34 mandatos de busca e apreensão em curso”, disse Lages.  O crime completará 1 ano na próxima quinta-feira 14 e essa é a primeira vez que o caso tem algum indício de resposta. Lages conta que houve dificuldade por falta de estrutura da Polícia Civil do Rio e, também, por se tratar de um crime planejado e pensando por muito tempo. “Em momento algum eles desceram do veículo. Isso é muito emblemático. Estávamos diante de um crime que foge à regra”, completou.
O deputado federal Marcelo Freixo (PSOL-RJ) afirmou, em seu Twitter, que as prisões dos executores são importantes, mas agora o principal é saber “quem mandou matar e qual a motivação”. Lages garantiu que essa questão será respondida na segunda fase da operação. O governador do Rio, Wilson Witzel (PSC-RJ), que também participou da coletiva, afirmou que delação premiada será uma opção para essa segunda fase da investigação. “Tenho certeza que avançamos muito e vamos avançar mais ainda para restabelecer a ordem na cidade do Rio de Janeiro”, disse o governador.
",Política,"Suspeito de matar Marielle tinha ódio da esquerda, diz delegado",O policial militar reformado Ronnie Lessa foi preso nesta terça-feira 12 suspeito de matar a vereadora Marielle Franco ,2019-03-12 16:53:49
Mônica Dallari,https://www.cartacapital.com.br/sociedade/novas-masculinidades/,Manifestação #MeToo nos Estados Unidos,Sociedade,As Novas Masculinidades,"A masculinidade clássica, tradicional, é um modelo baseado na exclusão e no domínio do outro, na subordinação do diferente",2019-03-12 10:18:49
RFI,https://www.cartacapital.com.br/economia/franca-condena-o-ubs-a-pagar-multa-bilionaria-por-lavagem-de-dinheiro/,"Um tribunal de Paris condenou o grupo por prospecção ilegal de clientes e , agravada por fraude fiscal. Os advogados do banco anunciaram que vão recorrer da sentença.
Esta é a maior multa aplicada pela justiça francesa num caso de fraude financeira. A UBS AG, filial francesa do grupo suíço, foi condenada por cumplicidade nas mesmas acusações e deverá pagar uma multa de 15 milhões de euros. Além disso, o tribunal também determinou que a filial parisiense e três de seus ex-dirigentes paguem 800 mil euros a título de juros e danos morais ao Estado francês.
  O banco suíço foi acusado de ajudar milhares de contribuintes franceses a driblar o sistema tributário local, deixando de pagar os impostos devidos no país entre 2004 e 2012. A instituição financeira se defendeu durante todo o processo, mas acabou condenada.  O tribunal parisiense acolheu a recomendação da Promotoria, destacando que as acusações são de “extrema gravidade, baseadas num modo de organização estruturado, sistêmico e antigo”, explicou a presidente da Corte, Christine Mée.
Em novembro passado, seis ex-executivos ou diretores da filial francesa do grupo suíço também foram julgados. Cinco deles foram condenados a penas de prisão com surcis e ao pagamento de multas de até 300 mil euros. Apenas um réu, Raoul Weil, ex-número 3 da filial UBS AG, foi inocentado porque ele não ocupava um cargo em conexão direta com a gestão do mercado francês.
",Economia, França condena o UBS a pagar multa bilionária por lavagem de dinheiro,"O banco terá de desembolsar 3,7 bilhões de euros por ajudar clientes a driblar o Fisco",2019-02-20 23:00:32
"Pesquisadora, escritora, ensaísta e advogada. Mestra em Direito pela Faculdade de Direito do Sul de Minas (FDSM).",https://www.cartacapital.com.br/opiniao/o-machismo-no-direito-e-nos-marcos-legais-brasileiros/,"
    


A caça às bruxas se trata de política de estado: o modo de controlar corpos e de dominação epistêmica, a forma de eliminação do poder feminino que se coloca contra o patriarcado.  


  

O conforto do meio jurídico com o governo de uma pessoa que disse a outra mulher que não a estupraria porque ela não merecia é de se chamar a atenção. A docilidade e servilidade dos operadores de direito, do juiz a ministro, é um marco do machismo, do racismo e do classismo fundantes desse sistema entorpecido.



",Opinião,O machismo no Direito e nos marcos legais brasileiros,,2019-03-08 21:01:52
Agência Brasil,https://www.cartacapital.com.br/sociedade/questao-mais-urgente-e-quem-mandou-matar-marielle-diz-viuva/,"“A gente tem que pensar que o mais importante que prender mercenários é responder a questão mais urgente e necessária de todas, que é quem mandou matar a Marielle e qual foi a motivação para o crime. Espero não ter que aguardar mais um ano para ter essa resposta”, disse a viúva.
  Segundo ela, a elucidação do crime e a condenação de todos os envolvidos é um dever do Estado para “todos os que sofrem a perda da Marielle e também à própria democracia”.  O policial reformado Ronnie Lessa e o ex-policial militar Élcio Queiroz foram presos na manhã desta terça-feira depois de terem sido denunciados pelo Ministério Público pelos assassinatos de Marielle Franco e de seu motorista, Anderson Gomes, e pela tentativa de homicídio da assessora Fernanda Chaves.
  Ronnie é acusado de ter feito os disparos que atingiram Marielle e Anderson, enquanto Élcio é apontado como o motorista do carro que levava Ronnie. A Polícia Civil ainda não divulgou, portanto, quem é o mandante dos crimes.
Ronnie foi aposentado depois de um atentado a bomba contra ele, que resultou na amputação de uma de suas pernas e que teria sido provocado por uma briga entre facções criminosas.  Élcio Queiroz chegou a ser preso em 2011 na Operação Guilhotina, da Polícia Federal, que apurou o envolvimento de policiais militares com traficantes de drogas e com grupos milicianos. Na época, Queiroz era lotado no Batalhão de Olaria (16º BPM).
",Sociedade,"‘Questão mais urgente é quem mandou matar Marielle’, diz viúva","Para Mônica Benício, Estado tem o dever de elucidar o crime e condenar todos os envolvidos no assassinato",2019-03-12 17:15:24
Deutsche Welle,https://www.cartacapital.com.br/economia/luciano-coutinho-bndes-e-integro-nao-funcionou-como-a-petrobras/,"

  







  


  




O BNDES não é “caixa-preta”, diz Coutinho (Foto: Divulgação)

  



















",Economia," Luciano Coutinho: “BNDES é íntegro, não funcionou como a Petrobras”",O presidente mais longevo do banco de desenvolvimento fala pela primeira vez sobre críticas a seus quase dez anos de gestão,2019-02-21 13:47:11
Carlos Drummond,https://www.cartacapital.com.br/economia/o-exemplo-que-a-vale-nao-seguiu/,"ISO é a sigla da International Organization for Standardization (Organização Internacional para Normatização), ONG fundada em 1947 em Genebra, na Suíça, formada por diversos países que reúnem especialistas para desenvolver padrões universais.O Brasil participa dessa organização por meio da Associação Brasileira de Normas Técnicas (ABNT).
Para a concessão desse reconhecimento são verificadas todas as influências que as operações de uma firma exercem sobre o meio ambiente e como elas podem ser minimizadas e melhoradas. O levantamento abrange as práticas de desenvolvimento sustentável, o atendimento à legislação ambiental, a busca de aperfeiçoamento contínuo do desempenho em relação ao meio ambiente, a otimização dos recursos naturais e a prevenção de poluição. O certificado vale por três anos e há auditorias anuais. Em 2015, houve atualização para a ISO 14001.
  Há só três minas de nióbio no mundo e a de Araxá responde por 75% da produção do planeta, com reservas do minério suficientes para 400 anos de exploração. A aplicação mais importante do nióbio é como elemento de liga para melhora de propriedades em produtos de aço, especialmente nos de alta resistência usados na fabricação de automóveis e de tubulações para transmissão de gás sob alta pressão. É utilizado ainda em superligas que operam sob altas temperaturas e em turbinas de aeronaves a jato, entre outras finalidades.
A empresa levou 20 anos para reduzir a contaminação por bário e fechar a unidade responsávelPara conter os rejeitos da mineração a CBMM utiliza barragens impermeáveis, menos sujeitas a rompimentos do que as empregadas pela Vale e sua controlada Samarco, a responsável pelo desastre de Mariana, há três anos.
Os cuidados tomados em relação ao meio ambiente resultam, segundo a empresa de Araxá, em qualidade do ar cinco vezes melhor do que a lei exige, emissões oito vezes melhores do que o limite máximo admitido pela legislação e 96% de reutilização da água industrial.  A companhia investe 6 milhões de reais ao ano em média em projetos para a comunidade, é parceira do município em projetos de urbanização, conservação, educação e assistência a causas filantrópicas.
Os investimentos contínuos em tecnologia e em programas sociais e de meio ambiente, disse o ex-presidente da CBMM Tadeu Carneiro em depoimento no Senado, são valores adotados para consolidar a liderança de mercado e a manutenção da condição de parceiro preferencial junto aos clientes e usuários finais.
“É preciso ter o ativo (), desenvolver tecnologia de aplicação e de processo, mas você tem de fazer direito. Somos muito orgulhosos do programa socioambiental que desenvolvemos ao longo dos anos em Araxá”, disse Carneiro.
Os diferenciais e também alguns problemas da empresa estão registrados em um estudo de caso sobre o polo produtor de fosfato e nióbio de Araxá e Tapira realizado pelo engenheiro e professor Cláudio Lúcio Lopes Pinto e colegas do Departamento de Engenharia de Minas da UFMG e do Centro Federal de Educação Tecnológica do estado.
A CBMM, dizem os autores do trabalho, atua na preservação da fauna e flora desde 1980, mantém um Centro de Desenvolvimento Ambiental com 25,7 mil metros quadrados dentro da sua área industrial e um viveiro com capacidade para 50 mil mudas por ano e produção de 110 diferentes espécies e ainda um núcleo de educação ambiental.
Do ponto de vista da contribuição social, prosseguem, a CBMM disponibiliza para seus funcionários um programa que abrange saúde, educação, moradia para todos os funcionários e suas famílias, além de um fundo de pensão que complementa os benefícios do sistema oficial de seguridade social.
Desenvolve em Araxá atividades permanentes de assistência gratuita a pessoas carentes, mantém um centro de geriatria, um hospital de psiquiatria e uma casa de recuperação de dependentes de álcool e drogas. Além desses projetos, a empresa construiu e equipou em 1980 o complexo Senai-Sesi de Araxá para treinamento profissional.  Diferencial. A CBMM mantém um Centro de Desenvolvimento Ambiental com 25 mil metros quadrados na sua área industrialApesar das ações positivas da empresa nas questões ambientais, sublinham Lopes Pinto e colegas, suas atividades implicam “relações complexas com o meio ambiente devido à natureza do próprio nióbio com a presença de minerais radioativos, terras‐raras, bário e cloro, entre outros elementos, fontes potenciais de impactos ambientais”.
A isso, prosseguem, somam‐se todos os outros efeitos inerentes à atividade de mineração, a exemplo de retirada de vegetação, modificação do relevo, emissão de efluentes líquidos e de particulados e a verticalização da cadeia produtiva. Nesse contexto ambiental complexo e suas implicações nas relações da companhia com a comunidade, chamam atenção os pesquisadores, destacam-se episódios de contaminação da água por bário, metal considerado potencialmente tóxico.
  Vários estudos hidrogeológicos mostraram que a água da região de Araxá possui uma presença natural significativa de bário, chegando, segundo alguns levantamentos, a 5 miligramas por litro (mg/l) do metal, muito acima do limite admitido para a saúde humana, de 0,7 mg/l. “Em 1982 foi detectada a contaminação por bário de águas subterrâneas situadas a jusante (no sentido da correnteza) da barragem 4, que recebia os efluentes do processo de lixiviação do minério da CBMM”, aponta o trabalho (a lixiviação é a extração dos componentes de um mineral).
A empresa “assumiu a responsabilidade pela contaminação e adotou procedimentos que incluíam a neutralização do efluente na própria unidade industrial antes de seu encaminhamento à barragem, o controle e o monitoramento das águas subterrâneas com a adição de solução diluída de sulfato de sódio e substituição gradativa do processo de lixiviação do minério, responsável pelo efluente com alta concentração de bário”.
Esse conjunto de medidas, prosseguem os responsáveis pelo estudo, resultou, ao longo de quase duas décadas, em “progressivas e contundentes melhoras”. De acordo com a prefeitura de Araxá, o processo tem tido muito sucesso, com mais de 80% de redução da contaminação inicial. Em 2002 a Unidade de Lixiviação que alimentava a barragem deixou de operar.
A mineração sozinha não é sustentável, mas ela pode agregar valor à sua comunidadeEm 2008, 120 famílias entraram, entretanto, com uma ação judicial indenizatória de 16,3 milhões de reais contra a CBMM devido à contaminação da água por bário, detectada em análises feitas em dois laboratórios que apontaram teores de 1,07 mg/l (miligramas por litro) e 1,36 mg/l, muito superiores ao máximo admitido de 0,7 mg/l (embora estivessem abaixo da concentração natural na região que, conforme mencionado acima, chegaria a até 5 mg/l). A contaminação foi atribuída ao vazamento da barragem de rejeitos em 1982. A empresa alegou não ser tecnicamente possível que a água do poço utilizado pelas famílias tivesse relação com o local onde foi detectada aquela contaminação por situar-se em vertente oposta.
Carneiro orgulha-se do programa socioambiental da empresa (Foto: Divulgação)“A despeito desses fatos, de uma maneira geral a relação da CBMM com a comunidade de Araxá não pode ser caracterizada como de antagonismo sistemático. A empresa participa ativamente dos fóruns municipais que abrangem diferentes questões de interesse comunitário e de fóruns nacionais, como o de mudanças climáticas”, sublinham os engenheiros no estudo de caso. O estabelecimento de laços efetivos e diálogo permanente com a comunidade do entorno parece ser um caminho para identificar e corrigir problemas, sugere Chris J. Moran, diretor do Instituto de Mineração Sustentável da Universidade de Queensland, na Austrália: “A mineração sozinha não é sustentável, ela não é inovadora, mas uma forma possível de ela ser sustentável é agregar valor em sua comunidade”.
Nessa relação empresa-comunidade é essencial, contudo, adotar uma comunicação empenhada em identificar com precisão e responder de modo adequado às indagações da sociedade, sugere a pesquisa de Maria Amélia Enríquez, professora da Universidade Federal do Pará e da Universidade da Amazônia, realizada com colegas da USP e da UFRJ: “O pouco caso com o social se reflete na falta de uma comunicação adequada. Nos casos de Araxá e Tapira, por exemplo, causa surpresa a falta de informações básicas sobre a principal atividade de seus municípios. Moradores locais entrevistados sobre o que mais gostariam de saber da mineração responderam: como ela degrada ou cuida do meio ambiente (62%); quanto ela deixa de recursos financeiros no município (58%); quais as benfeitorias em geral que ela deixa no município (51%); como são os seus processos (47%); quanto ela fatura (44%); para onde vai o minério (42%) e qual o tipo de minério extraído (38%)”.
",Economia, O exemplo que a Vale não seguiu,"Primeira mineradora no mundo a obter a ISO 14000 ambiental, a CBMM não está, entretanto, a salvo de problemas",2019-02-03 02:50:45
